date,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,fold
2021-10-15,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-10-22,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-10-29,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-11-05,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-11-12,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-11-19,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-11-26,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-12-03,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-12-10,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-12-17,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-12-31,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-01-07,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-01-14,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-01-21,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-01-28,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-02-04,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-02-11,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-02-18,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-02-25,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-03-04,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-03-11,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-03-18,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-03-25,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-04-01,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-04-08,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2022-04-22,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
