date,fragility_prob,recovery_prob,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,prob_trigger,recovery_prob_trigger,recover_opp,recover_fire,frag_fire,chop,fold
2017-07-28,0.4240019834388172,0.06571384634203599,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-08-04,0.4300993165047342,0.05165073928904114,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-08-11,0.3818477313405822,0.07358021090940611,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-08-18,0.2628418804130049,0.06055890302131447,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-08-25,0.23588776703825884,0.057096794913607675,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-09-01,0.2775186599677969,0.18744464220841545,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-09-08,0.24019965979406616,0.1762658622416736,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-09-15,0.2834066077395413,0.17881764092108277,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-09-22,0.34456099084415454,0.19319160492870105,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,1,1
2017-09-29,0.34885083242926895,0.20104025209783713,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-10-06,0.5066192631752107,0.14920824490078594,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-10-13,0.5151126344955346,0.0715524927615983,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-10-20,0.5288503451704274,0.028543557100099096,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-10-27,0.5389466473087209,0.025979948147340726,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-11-03,0.5567357088646779,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,1,0,1
2017-11-10,0.5539492314254518,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,1,0,1
2017-11-17,0.5655510214327013,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,1,0,1
2017-11-24,0.5604435158679874,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,1,0,1
2017-12-01,0.4529125987649144,0.0068238643736990455,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-12-08,0.4203187039338282,0.0032100842497909837,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-12-15,0.37598486597370245,0.007688872366426908,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-12-22,0.4003186469354164,0.016246738561651868,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
2017-12-29,0.39181621439241876,0.011282960434089741,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.55,0,0,0,0,1
