date,fragility_prob,recovery_prob,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,prob_trigger,recovery_prob_trigger,recover_opp,recover_fire,frag_fire,chop,recover_cond_count,fold
2017-07-28,0.4240019834388172,0.4613577531180486,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-08-04,0.4300993165047342,0.4335889671963264,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-08-11,0.3818477313405822,0.44232609324007666,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-08-18,0.2628418804130049,0.4377705105061646,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-08-25,0.23588776703825884,0.40414593159628254,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-09-01,0.2775186599677969,0.40566996204512007,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-09-08,0.24019965979406616,0.45861337824147097,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-09-15,0.2834066077395413,0.4337008782979649,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-09-22,0.34456099084415454,0.4337849590226142,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,1,2,1
2017-09-29,0.34885083242926895,0.38601369716625256,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-10-06,0.5066192631752107,0.37827903261340873,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-10-13,0.5151126344955346,0.39167045358711094,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-10-20,0.5288503451704274,0.3174602106948167,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-10-27,0.5389466473087209,0.24248477587837358,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-11-03,0.5567357088646779,0.29609399074824305,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,1,0,4,1
2017-11-10,0.5539492314254518,0.30621776257632166,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,1,0,3,1
2017-11-17,0.5655510214327013,0.31448197096203023,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,1,0,3,1
2017-11-24,0.5604435158679874,0.290202514460548,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,1,0,3,1
2017-12-01,0.4529125987649144,0.37067080515656026,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2017-12-08,0.4203187039338282,0.35920749450330985,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-12-15,0.37598486597370245,0.3815171586942858,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-12-22,0.4003186469354164,0.41906211403274557,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2017-12-29,0.39181621439241876,0.4619835116041959,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2018-01-05,0.5221262708586073,0.37026745309192854,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,3,1
2018-01-12,0.5353403103083729,0.3705442475262744,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
2018-01-19,0.5166532985881771,0.3663393201074709,BASELINE,1.0,0.0,,8.215510510438504,14.251949038020804,0.55,0.48,0,0,0,0,4,1
